	Sample ID (registered at the BioSamples ...)	Sample ID (registered at the European Nu...)	Basis	Campaign	Station	Device	Event	Date/Time	Latitude	Longitude	Env feature	Depth, nominal	Depth top [m]	Depth bot [m]	Fraction lower [µm]	Fraction upper [µm]	Sample material	Sample method	Sample label	MP biome	OS region	BG province	Sea ice conc [%]	Sea ice free period start DOY [day]	Sea Ice free period [days]	Sea ice free period end DOY [day]	Season (at the sampling location and ...)	Season (at the sampling location and ...).1	Moon phase nominal	Moon phase proportion	Time of day	SSD [min]	PAR day [mol quanta/m**2/day] (at the sampling location and ...)	PAR day [mol quanta/m**2/day] (calculated from AMODIS produc...)	PAR day [mol quanta/m**2/day] (Calculated from GlobColour pr...)	PAR day [mol quanta/m**2/day] (at the sampling location for ...)	SST grad h [°C/100 km] (calculated from AMODIS products)	Fe tot [µmol/l]	Fe std dev [±]	[NH4]+ [µmol/l]	[NH4]+ std dev [±]	[NO2]- [µmol/l]	[NO2]- std dev [±]	[NO3]- [µmol/l]	NO3 std dev [±]	SSfCDOM [ppb (QSE)]	SSChla [mg/m**3]	Chl a conc [mg/m**2]	Ssphi sat [%]	NPP C [mg/m**2/day] (Calculated using the Arctic-a...)	NPP C [mg/m**2/day] (calculated from VGPM products)	TSS [mg/l]	POC [µg/kg]	PIC [mol/m**3]	Bathy depth [m]	Latitude (of the closest geographic coo...)	Longitude (of the closest geographic coo...)	Distance [km]	SST grad h [°C/100 km] (at the sampling location and ...)	SSM index [1/s**2]	u [cm/s]	v [cm/s]	OW	MLE [1/day]	RT [days]	Latitude (of the continental shelf with...)	Longitude (of the continental shelf with...)	Age [days]	Latitude (of the geographic coordinate ...)	Longitude (of the geographic coordinate ...)	study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	base_count	experiment_title	study_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_galaxy	sample_alias	sample_title	_merge
505																																																																							PRJEB4352	SAMEA2189672	ERS327859	ERX288840	ERR315688	408172.0	marine metagenome	454 GS FLX Titanium	PAIRED	470247.0	187404854.0	454 GS FLX Titanium paired end sequencing; Marine metagenome Titanium Mate-pair	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_1.TCA.AHX_AAAOTA_GIB8WGT01	run_1.TCA.AHX_AAAOTA_GIB8WGT01	25510849;38207306;46884056	2f29bb87bdc3363112de4b500ad80e31;62697a769f0196430e18c0f942f6498c;af3bfcab10831ba51d1eef6190017090	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315688/ERR315688.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315688/ERR315688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315688/ERR315688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAAOTA_GIB8WGT01.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAAOTA_GIB8WGT01.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315688	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315688		sample_AHX_408172_7DCM1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
518																																																																							PRJEB4352	SAMEA2189672	ERS327859	ERX288951	ERR315803	408172.0	marine metagenome	unspecified	PAIRED	34103618.0	7366381488.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAAOSU_5_624YLAAXX	run_AHX_AAAOSU_5_624YLAAXX	3057206140;3147436076	e5ab781ecf8dcde309e341b09e65e61c;3389726b84bc4e5aed278b18fcba1efa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315803/ERR315803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315803/ERR315803_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAAOSU_5_1_624YLAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAAOSU_5_2_624YLAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAAOSU_5_1_624YLAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAAOSU_5_2_624YLAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315803	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315803		sample_AHX_408172_7DCM1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
526																																																																							PRJEB4352	SAMEA2189672	ERS327859	ERX288968	ERR315811	408172.0	marine metagenome	unspecified	PAIRED	34017881.0	7347862296.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAAOSU_6_624YLAAXX	run_AHX_AAAOSU_6_624YLAAXX	3040422140;3141778195	0b5e0c6ea9702f77e5cc7f4c76a07c75;77cd754b258cff4f50f78f9033f898c3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315811/ERR315811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315811/ERR315811_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAAOSU_6_1_624YLAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAAOSU_6_2_624YLAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAAOSU_6_1_624YLAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAAOSU_6_2_624YLAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315811	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315811		sample_AHX_408172_7DCM1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
493																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288841	ERR315676	408172.0	marine metagenome	454 GS FLX Titanium	SINGLE	232227.0	124102090.0	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_1.GAC.AHX_AAEOTS_GIJRCIR01	run_1.GAC.AHX_AAEOTS_GIJRCIR01	61658579	0ba549f646eeddaf28cfe31d4b8180d9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315676/ERR315676.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAEOTS_GIJRCIR01.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAEOTS_GIJRCIR01.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315676	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315676		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
494																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288826	ERR315677	408172.0	marine metagenome	454 GS FLX Titanium	SINGLE	242409.0	131053457.0	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AAEOTS_GIJRCIR02	run_2.GAC.AHX_AAEOTS_GIJRCIR02	59478241	3d07b62c670d7f323551c24ec05927bf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315677/ERR315677.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAEOTS_GIJRCIR02.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAEOTS_GIJRCIR02.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315677	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315677		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
503																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288836	ERR315686	408172.0	marine metagenome	454 GS FLX Titanium	SINGLE	237744.0	125944410.0	454 GS FLX Titanium sequencing; Marine metagenome Titanium Simple	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_2.GAC.AHX_AAEOTS_GFU6U0Q02	run_2.GAC.AHX_AAEOTS_GFU6U0Q02	64126071	2fe704548fe0ee3ea0971a58e8ce8276	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315686/ERR315686.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAEOTS_GFU6U0Q02.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAEOTS_GFU6U0Q02.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315686	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315686		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
513																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288959	ERR315798	408172.0	marine metagenome	unspecified	PAIRED	32281871.0	6972884136.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSU_8_627E4AAXX	run_AHX_AAEOSU_8_627E4AAXX	2786671748;2911937368	ce89202722c258d91f3a3c01b8e582f2;070697ce7f781d48d27cf75bf1cac5eb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315798/ERR315798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315798/ERR315798_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_8_1_627E4AAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_8_2_627E4AAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_8_1_627E4AAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_8_2_627E4AAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315798	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315798		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
515																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288950	ERR315800	408172.0	marine metagenome	unspecified	PAIRED	12261313.0	2501307852.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSW_3_62FL1AAXX.M1T	run_AHX_AAEOSW_3_62FL1AAXX.M1T	944562173;750496762	8dedef1de42dc990fa5cb89a6b999de2;7440de5da4fab34291c4d1d0efe50c80	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315800/ERR315800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315800/ERR315800_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_3_1_62FL1AAXX.M1T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_3_2_62FL1AAXX.M1T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_3_1_62FL1AAXX.M1T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_3_2_62FL1AAXX.M1T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315800	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315800		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
516																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288954	ERR315801	408172.0	marine metagenome	unspecified	PAIRED	31847641.0	6879090456.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSU_7_627E4AAXX	run_AHX_AAEOSU_7_627E4AAXX	2758401924;2886786265	3dd175608d63bef44a18bc687a0746e0;2f5174f0064c7ca72517c163ae0505f6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315801/ERR315801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315801/ERR315801_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_7_1_627E4AAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_7_2_627E4AAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_7_1_627E4AAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_7_2_627E4AAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315801	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315801		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
517																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288947	ERR315802	408172.0	marine metagenome	Illumina HiSeq 2000	PAIRED	163300930.0	49316880860.0	Illumina HiSeq 2000 paired end sequencing; Marine metagenome HiSeq 2000 Paire chevauchant multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSF_2_D0803ACXX.IND1	run_AHX_AAEOSF_2_D0803ACXX.IND1	20426830177;20187892825	d2558a8e3999f0f086de09820dff4d2a;41de56b2e7f25d8d02a7270d4d2c161c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315802/ERR315802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315802/ERR315802_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_2_1_D0803ACXX.IND1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_2_2_D0803ACXX.IND1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_2_1_D0803ACXX.IND1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_2_2_D0803ACXX.IND1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315802	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315802		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
520																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288962	ERR315805	408172.0	marine metagenome	unspecified	PAIRED	12099711.0	2468341044.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSW_4_62FL1AAXX.M1T	run_AHX_AAEOSW_4_62FL1AAXX.M1T	887612496;740786000	37eea4e1b48ed610745bcd3c1c16fb68;619bb1ccd88e14fc6e2b967cb5b3ad74	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315805/ERR315805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315805/ERR315805_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_4_1_62FL1AAXX.M1T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_4_2_62FL1AAXX.M1T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_4_1_62FL1AAXX.M1T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_4_2_62FL1AAXX.M1T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315805	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315805		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
527																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288956	ERR315812	408172.0	marine metagenome	unspecified	PAIRED	12139533.0	2476464732.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSW_2_62FL1AAXX.M1T	run_AHX_AAEOSW_2_62FL1AAXX.M1T	941926190;759050079	d5c6761904a4c67fcff619b09d042583;8c9ffc3ac69a6596ad048dca8d4bb9d8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315812/ERR315812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315812/ERR315812_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_2_1_62FL1AAXX.M1T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_2_2_62FL1AAXX.M1T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_2_1_62FL1AAXX.M1T.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSW_2_2_62FL1AAXX.M1T.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315812	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315812		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
529																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288949	ERR315814	408172.0	marine metagenome	unspecified	PAIRED	32517442.0	7023767472.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSU_5_627E4AAXX	run_AHX_AAEOSU_5_627E4AAXX	2872365066;2982452658	17e390df41abd81298d7ab5b869ec9dd;f2db4da29e28287767b6df90b48fd384	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315814/ERR315814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315814/ERR315814_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_5_1_627E4AAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_5_2_627E4AAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_5_1_627E4AAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSU_5_2_627E4AAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315814	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315814		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
530																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288969	ERR315815	408172.0	marine metagenome	Illumina HiSeq 2000	PAIRED	15322400.0	3095124800.0	Illumina HiSeq 2000 paired end sequencing; Marine metagenome HiSeq 2000 Paire chevauchant multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSF_4_C00HUABXX.IND4	run_AHX_AAEOSF_4_C00HUABXX.IND4	1185387975;1152448169	ca55627d0951c892ed5b8c93d0fef884;d7c1b089a064d65f1579e2ab580b24de	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315815/ERR315815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315815/ERR315815_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_4_1_C00HUABXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_4_2_C00HUABXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_4_1_C00HUABXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_4_2_C00HUABXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315815	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315815		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
532																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288964	ERR315817	408172.0	marine metagenome	Illumina HiSeq 2000	PAIRED	21069821.0	4256103842.0	Illumina HiSeq 2000 paired end sequencing; Marine metagenome HiSeq 2000 Paire chevauchant multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSF_4_C00HUABXX.IND5	run_AHX_AAEOSF_4_C00HUABXX.IND5	1622133247;1576933457	db532983468a7cd665d5a00a7880d3e6;2d6a3e8dfc2acd8675abdbda1a5bdcb2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315817/ERR315817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315817/ERR315817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_4_1_C00HUABXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_4_2_C00HUABXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_4_1_C00HUABXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_4_2_C00HUABXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315817	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315817		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
535																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288975	ERR315820	408172.0	marine metagenome	Illumina HiSeq 2000	PAIRED	71297526.0	14402100252.0	Illumina HiSeq 2000 paired end sequencing; Marine metagenome HiSeq 2000 Paire chevauchant multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSF_6_B02DDACXX.IND4	run_AHX_AAEOSF_6_B02DDACXX.IND4	5940170714;6121298559	9babe801eb5eea98e0ae709d70ac1d68;c67e398286b817915b6ad00621a45962	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315820/ERR315820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315820/ERR315820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_6_1_B02DDACXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_6_2_B02DDACXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_6_1_B02DDACXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_6_2_B02DDACXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315820	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315820		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
536																																																																							PRJEB4352	SAMEA2189670	ERS327857	ERX288965	ERR315821	408172.0	marine metagenome	Illumina HiSeq 2000	PAIRED	137642827.0	27803851054.0	Illumina HiSeq 2000 paired end sequencing; Marine metagenome HiSeq 2000 Paire chevauchant multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAEOSF_7_B02DDACXX.IND4	run_AHX_AAEOSF_7_B02DDACXX.IND4	11372276723;11561102267	ddd71a67b0bdcae2548751d155d0012b;86d5f3aea7a75a11413f95e1c3f46bd1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315821/ERR315821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315821/ERR315821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_7_1_B02DDACXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_7_2_B02DDACXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_7_1_B02DDACXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAEOSF_7_2_B02DDACXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315821	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315821		sample_AHX_408172_7SUR1GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
